Site;Night_Date;Id;Positive_min;Validation;Nb_contacts;X;Y;Habitat1;Habitat2;Machine;Opérateur;Projet;start;end;diff
Tomberg;23/07/2018;ChiroSp;21;Smits Q.;27;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;ENVsp;1;Smits Q.;1;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;Myomyo;1;Smits Q.;1;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;Myosp;1;;1;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;parasi;3;;3;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;Pip50;4;;4;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Tomberg;23/07/2018;PippiT;148;Smits Q.;513;270500;111350;forêt feuillue;prairie fauchée;S4U01468;REINERTZ J.;Malmedy_2018;21:41;04:37;6,93333333333333
Vallée de la Warche-Château Reinhardstein;04/09/2018;ChiroSp;105;Smits Q.;239;273048;128309;Forêt feuillue;Cours d'eau - rivière (3m< L< 10m);S4U01468;Janssen;Malmedy_2018;20:10;05:54;9,73333333333333
Vallée de la Warche-Château Reinhardstein;04/09/2018;Myosp;21;Smits Q.;23;273048;128309;Forêt feuillue;Cours d'eau - rivière (3m< L< 10m);S4U01468;Janssen;Malmedy_2018;20:10;05:54;9,73333333333333
Vallée de la Warche-Château Reinhardstein;04/09/2018;parasi;11;;11;273048;128309;Forêt feuillue;Cours d'eau - rivière (3m< L< 10m);S4U01468;Janssen;Malmedy_2018;20:10;05:54;9,73333333333333
Vallée de la Warche-Château Reinhardstein;04/09/2018;Pip50;45;Smits Q.;73;273048;128309;Forêt feuillue;Cours d'eau - rivière (3m< L< 10m);S4U01468;Janssen;Malmedy_2018;20:10;05:54;9,73333333333333
Vallée de la Warche-Château Reinhardstein;04/09/2018;PippiT;193;;915;273048;128309;Forêt feuillue;Cours d'eau - rivière (3m< L< 10m);S4U01468;Janssen;Malmedy_2018;20:10;05:54;9,73333333333333
Weywertz;22/07/2018;ChiroSp;13;;14;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;ENVsp;2;Smits Q.;2;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;Eptser;1;Smits Q.;1;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;parasi;12;;13;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;Pip50;11;;11;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;PippiT;319;;1028;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Weywertz;22/07/2018;Plesp;1;;1;277830;126500;zone urbanisée;alignement d'arbres;S4U01468;REINERTZ J.;Malmedy_2018;21:37;04:46;7,15
Chenogne - jardin;19/05/2018;ChiroSp;5;;5;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:36;05:15;7,65
Chenogne - jardin;19/05/2018;Myosp;1;Smits Q.;1;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:36;05:15;7,65
Chenogne - jardin;19/05/2018;Pip50;2;;2;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:36;05:15;7,65
Chenogne - jardin;19/05/2018;PippiT;44;;56;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:36;05:15;7,65
Chenogne - jardin;19/05/2018;Plesp;1;Smits Q.;1;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:36;05:15;7,65
Chenogne - jardin;20/05/2018;ChiroSp;34;Smits Q.;46;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;Myobra;1;;1;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;Pip50;3;;3;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;Pipnat;2;Smits Q.;3;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;PippiT;206;;464;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;Pleaur;1;Smits Q.;1;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Chenogne - jardin;20/05/2018;Plesp;1;;1;239607;76107;Zone urbanisée (ville , village);Haie;DEMNA-1;Mayon N.;Martelange;21:33;05:22;7,81666666666667
Foret d'anlier petite rulles;25/05/2018;ChiroSp;32;;55;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;25/05/2018;ENVsp;10;;12;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;25/05/2018;Myosp;2;Smits Q.;2;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;25/05/2018;parasi;1;;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;25/05/2018;Pipnat;1;;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;25/05/2018;PippiT;57;;149;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;22:09;04:23;6,23333333333333
Foret d'anlier petite rulles;26/05/2018;ChiroSp;69;;110;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;26/05/2018;ENVsp;24;Smits Q.;30;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;26/05/2018;Eptser;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;26/05/2018;parasi;6;;6;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;26/05/2018;Pip50;2;;3;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;26/05/2018;PippiT;151;;1074;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:50;05:03;7,21666666666667
Foret d'anlier petite rulles;27/05/2018;ChiroSp;103;Smits Q.;181;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;ENVsp;10;Smits Q.;17;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Myonat;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Myosp;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Nyclei;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;parasi;7;;7;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Pip35;1;;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Pip50;16;;16;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Pipnat;7;;8;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;PippiT;352;Smits Q.;3001;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;27/05/2018;Plesp;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;05:09;7,25
Foret d'anlier petite rulles;28/05/2018;ChiroSp;102;Smits Q.;182;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;ENVsp;7;;7;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Eptser;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Myodau;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Myosp;1;Smits Q.;1;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Nyclei;2;Smits Q.;2;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;parasi;5;;5;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Pip35;2;;3;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Pip50;12;;12;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;Pipnat;2;Smits Q.;2;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Foret d'anlier petite rulles;28/05/2018;PippiT;274;;2213;245386;54780;Lisière vraie (milieu ouvert/milieux forestier);Arbre isolé;DEMNA-1;Servais B.;Martelange;21:54;04:47;6,88333333333333
Losange;05/06/2018;ChiroSp;9;;9;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:15;04:37;6,36666666666667
Losange;05/06/2018;Myonat;1;;1;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:15;04:37;6,36666666666667
Losange;05/06/2018;parasi;1;;1;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:15;04:37;6,36666666666667
Losange;05/06/2018;Pip50;5;;6;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:15;04:37;6,36666666666667
Losange;05/06/2018;PippiT;224;;997;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:15;04:37;6,36666666666667
Losange;06/06/2018;ChiroSp;8;Smits Q.;9;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:12;04:44;6,53333333333333
Losange;06/06/2018;Pip50;5;;5;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:12;04:44;6,53333333333333
Losange;06/06/2018;PippiT;142;;668;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:12;04:44;6,53333333333333
Losange;06/06/2018;Pleaur;1;Smits Q.;1;247165;71866;Prairie;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;22:12;04:44;6,53333333333333
Martelange - Maison du Parc;08/05/2018;ChiroSp;25;Smits Q.;65;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;ENVsp;17;Smits Q.;67;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;Eptser;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;Myosp;3;Smits Q.;3;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;Nyclei;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;parasi;7;Smits Q.;8;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;Pip50;8;;9;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;08/05/2018;PippiT;95;;209;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:00;05:27;8,45
Martelange - Maison du Parc;09/05/2018;ChiroSp;62;;80;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;ENVsp;8;;13;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Eptser;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Myobec;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Myosp;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Nyclei;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;parasi;2;;2;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Pip35;6;;8;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Pip50;21;Smits Q.;23;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Pipnat;5;Smits Q.;6;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;PippiT;330;;1238;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Pleaus;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;09/05/2018;Plesp;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:21;05:39;8,3
Martelange - Maison du Parc;10/05/2018;ChiroSp;18;;19;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;ENVsp;2;;2;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;Myobec;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;Myosp;3;Smits Q.;3;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;parasi;2;;2;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;Pip35;6;;7;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;Pip50;8;;8;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;Pipnat;4;Smits Q.;6;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;10/05/2018;PippiT;175;Smits Q.;451;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:24;8,06666666666667
Martelange - Maison du Parc;11/05/2018;ChiroSp;7;;8;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;11/05/2018;ENVsp;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;11/05/2018;Eptser;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;11/05/2018;Myosp;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;11/05/2018;Pip50;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;11/05/2018;PippiT;77;;171;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:20;05:29;8,15
Martelange - Maison du Parc;12/05/2018;ChiroSp;17;;19;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;ENVsp;4;;6;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;Myodau;1;Smits Q.;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;Myosp;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;parasi;4;;6;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;Pip35;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;Pip50;19;;20;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;12/05/2018;PippiT;148;Smits Q.;326;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:22;05:31;8,15
Martelange - Maison du Parc;13/05/2018;ChiroSp;19;Smits Q.;23;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Martelange - Maison du Parc;13/05/2018;Myosp;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Martelange - Maison du Parc;13/05/2018;parasi;2;;2;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Martelange - Maison du Parc;13/05/2018;Pip35;1;;1;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Martelange - Maison du Parc;13/05/2018;Pip50;7;;7;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Martelange - Maison du Parc;13/05/2018;PippiT;235;Smits Q.;630;248212;58509;autres;Bande boisée et alignement d'arbres;DEMNA-1;Servais B.;Martelange;21:10;05:24;8,23333333333333
Saint Vincent;03/06/2018;ChiroSp;37;;44;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;ENVsp;7;Smits Q.;8;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;Eptser;2;Smits Q.;2;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;Myosp;1;Smits Q.;1;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;Pip35;1;Smits Q.;1;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;Pip50;3;Smits Q.;4;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
Saint Vincent;03/06/2018;PippiT;178;;320;229695;41229;Bâtiments;Arbre isolé;DEMNA-1;Servais B.;Martelange;21:52;04:58;7,1
salvacourt;04/06/2018;ChiroSp;111;Smits Q.;252;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;ENVsp;7;;15;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Eptser;1;Smits Q.;1;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Myodau;1;Smits Q.;1;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Myonat;3;Smits Q.;3;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Myosp;3;Smits Q.;3;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;parasi;1;;1;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Pip35;8;;8;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Pip50;6;;6;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Pipnat;14;Smits Q.;19;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;PippiT;355;;1882;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Pleaur;1;Smits Q.;1;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
salvacourt;04/06/2018;Plesp;2;;2;245763;72335;Prairie;buissons isolés;DEMNA-1;Servais B.;Martelange;22:04;04:52;6,8
Tintange verger;24/05/2018;ChiroSp;10;;10;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;ENVsp;3;Smits Q.;4;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;Eptser;1;Smits Q.;1;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;Myosp;2;Smits Q.;2;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;Pip35;2;;2;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;Pip50;2;;2;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;Pipnat;1;Smits Q.;1;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
Tintange verger;24/05/2018;PippiT;53;;66;249512;54780;Zone urbanisée (ville , village);Haie;DEMNA-1;Servais B.;Martelange;21:43;04:56;7,21666666666667
